block_group,tract,county,state,area_block_group,medincome_block_group,race_total_block_group,race_white_block_group,race_black_block_group,race_asian_block_group,hisp_total_block_group,hisp_yes_block_group,hisp_yes_black_block_group,hisp_yes_white_block_group,hisp_yes_asian_block_group,hisp_no_black_block_group,hisp_no_white_block_group,hisp_no_asian_block_group,grip4_block_group_dens_m_km2
"060770015003",Census Tract 15,San Joaquin County,California,613729.150819637,48194,2200,1799,0,269,2200,1653,0,1296,0,0,278,269,9605.97037917571
"060374062002",Census Tract 4062,Los Angeles County,California,324660.212218498,27429,1737,553,56,272,1737,1213,0,278,0,26,232,255,4004.1280257142
"060730076003",Census Tract 76,San Diego County,California,5566475.1278538,79234,1175,1128,47,34,1175,16,0,16,0,47,1078,0,1428.50833731972
"060650420121",Census Tract 420.12,Riverside County,California,1007372.35470873,71500,2488,1715,258,191,2488,1168,16,671,0,162,936,153,6386.68067344507
"060552014012",Census Tract 2014.01,Napa County,California,31449514.3046794,172375,1191,1114,91,11,1191,22,0,22,0,77,1045,0,269.833207599635
"060730097032",Census Tract 97.03,San Diego County,California,281668.419818899,82539,863,814,36,27,863,107,0,91,0,15,671,18,2658.17632840396
"060290018021",Census Tract 18.02,Kern County,California,2851219.80171596,52443,1091,543,253,156,1091,232,0,93,0,253,450,156,1474.79366943566
"060730194061",Census Tract 194.06,San Diego County,California,625464.368437176,93257,1110,1047,21,0,1110,491,0,433,0,11,571,0,4009.50419426472
"060855069001",Census Tract 5069,Santa Clara County,California,379087.273288438,152054,1574,1315,0,252,1574,192,0,104,0,0,1096,232,3871.03158728162
"060670004004",Census Tract 4,Sacramento County,California,239976.19164465,89938,900,765,58,92,900,120,0,71,0,23,592,62,517.013077827572
"060855104001",Census Tract 5104,Santa Clara County,California,703771.829339301,196310,1807,1113,22,776,1807,124,0,113,0,22,832,611,5159.18717843815
"060374322012",Census Tract 4322.01,Los Angeles County,California,658694.474387906,41118,2979,408,81,2236,2979,494,0,59,0,0,218,2169,3626.32112146439
"060816087003",Census Tract 6087,San Mateo County,California,280725.30575886,103125,980,548,73,385,980,39,0,0,0,73,483,320,6025.11435356563
"060014512013",Census Tract 4512.01,Alameda County,California,1127895.55206711,100208,1879,1456,43,161,1879,935,0,684,0,29,740,143,3078.78433441792
"060371241032",Census Tract 1241.03,Los Angeles County,California,162005.079704521,43789,1421,697,86,171,1421,1018,0,479,0,49,171,156,1825.43991130166
"060610206012",Census Tract 206.01,Placer County,California,39155061.683275,134338,3091,2833,129,193,3091,279,0,193,0,110,2438,138,695.73941390573
"060375769013",Census Tract 5769.01,Los Angeles County,California,121792.364569516,23958,1661,969,291,255,1661,897,0,707,13,267,238,235,828.177517517523
"060371417002",Census Tract 1417,Los Angeles County,California,2300588.54148155,206250,1792,1587,105,165,1792,56,0,56,0,40,1504,127,2979.05173825504
"060371955002",Census Tract 1955,Los Angeles County,California,408082.732922018,138918,2042,1380,21,378,2042,1058,0,604,0,0,585,316,1646.61865156309
"060133601021",Census Tract 3601.02,Contra Costa County,California,2060901.40308207,118295,2252,1284,215,723,2252,533,0,384,7,147,799,681,3283.00167510738
"060855044112",Census Tract 5044.11,Santa Clara County,California,699967.58539424,106181,2721,700,0,1832,2721,438,0,25,0,0,462,1664,5273.70669284743
"060730185123",Census Tract 185.12,San Diego County,California,520870.904811756,41650,839,729,53,48,839,103,0,65,0,37,642,41,9714.8192637705
"060552014021",Census Tract 2014.02,Napa County,California,1950261.33686892,171375,836,785,0,31,836,34,0,0,0,0,752,24,1962.42159176529
"060375026012",Census Tract 5026.01,Los Angeles County,California,164289.730776117,68203,759,611,0,9,759,687,0,548,0,0,63,9,5887.50701210364
"060374034082",Census Tract 4034.08,Los Angeles County,California,535880.39769615,96250,998,270,86,642,998,67,0,67,0,86,203,515,3686.1476775265
"060670074271",Census Tract 74.27,Sacramento County,California,473892.046586759,100874,1958,1676,173,107,1958,430,0,366,0,126,1238,107,8686.02054132697
"060133331012",Census Tract 3331.01,Contra Costa County,California,665865.30277465,92179,2375,1863,57,472,2375,728,0,489,17,0,1193,344,9526.90742760756
"060190055202",Census Tract 55.20,Fresno County,California,256907.277699018,130714,103,94,0,0,103,38,0,38,0,0,56,0,0
"060816095002",Census Tract 6095,San Mateo County,California,961897.982467432,196111,2957,2236,10,774,2957,462,0,441,0,0,1717,709,5336.87451924496
"060590218161",Census Tract 218.16,Orange County,California,858516.186515665,126250,1299,1147,0,74,1299,274,0,184,0,0,908,52,5261.2580698057
"060374821013",Census Tract 4821.01,Los Angeles County,California,625645.206545675,66167,2416,456,0,1754,2416,355,0,285,0,0,171,1748,2866.34847790517
"060014403041",Census Tract 4403.04,Alameda County,California,160872.428823843,84276,1214,191,226,765,1214,99,0,57,0,148,72,649,12174.3582399457
"060730171091",Census Tract 171.09,San Diego County,California,1952026.50826805,240024,2730,2585,0,145,2730,110,0,110,0,0,2475,145,4864.18253011789
"060750206001",Census Tract 206,San Francisco County,California,216462.493836107,117656,1670,1341,93,279,1670,103,0,73,0,93,1195,206,2991.06116250331
"060014364015",Census Tract 4364.01,Alameda County,California,367036.571796431,106917,1157,572,167,370,1157,259,0,202,0,167,319,319,4144.3872916142
"060372946203",Census Tract 2946.20,Los Angeles County,California,217097.374654869,74408,749,364,95,0,749,656,61,305,0,34,59,0,3912.27117489528
"061110074033",Census Tract 74.03,Ventura County,California,1854363.44825351,113603,2263,1957,0,347,2263,291,0,258,0,0,1611,259,4856.99275455701
"060770048003",Census Tract 48,San Joaquin County,California,51536960.2622167,69429,1096,909,0,50,1096,687,0,274,0,0,359,50,0
"060372122031",Census Tract 2122.03,Los Angeles County,California,52763.5918686214,32455,1422,224,82,287,1422,936,0,129,0,82,73,256,0
"060730168021",Census Tract 168.02,San Diego County,California,5559128.30331936,,1249,1234,0,37,1249,12,0,12,0,0,1200,15,1669.27959173181
"060670039001",Census Tract 39,Sacramento County,California,531164.76688129,71250,791,577,59,179,791,63,12,19,0,47,507,147,10050.110822708
"060590890032",Census Tract 890.03,Orange County,California,1174397.13484075,63911,2453,633,6,1142,2453,1234,0,553,0,0,65,1127,3054.13167643233
"060290050041",Census Tract 50.04,Kern County,California,1380944.73543431,68438,3782,2831,20,687,3782,2698,0,2396,0,20,377,629,5810.08136998026
"060591106051",Census Tract 1106.05,Orange County,California,197669.612758496,84107,1197,220,5,992,1197,76,0,56,0,5,144,972,8889.54099326707
"060290018013",Census Tract 18.01,Kern County,California,1066573.95170036,55492,2149,1958,70,52,2149,490,0,361,0,43,1534,16,3429.10866364131
"060374609004",Census Tract 4609,Los Angeles County,California,1050984.19907081,103750,886,462,350,117,886,199,0,124,0,284,272,78,2302.28255274749
"060855043155",Census Tract 5043.15,Santa Clara County,California,252382.002877316,106250,1705,346,0,1134,1705,337,0,54,0,0,261,1076,10843.9158740504
"061010505013",Census Tract 505.01,Sutter County,California,1682570.06704176,50347,2284,680,85,1427,2284,497,9,372,7,46,250,1420,2798.53315696467
"060871010005",Census Tract 1010,Santa Cruz County,California,179906.298314756,84013,447,427,0,20,447,23,0,3,0,0,424,0,465.208748645382
"060372071031",Census Tract 2071.03,Los Angeles County,California,42088.8916096576,43309,683,101,42,530,683,44,0,12,0,42,62,503,0
"060650408071",Census Tract 408.07,Riverside County,California,1011591.7259617,98194,1369,887,144,36,1369,793,0,389,0,115,401,20,3171.97284434136
"060371286012",Census Tract 1286.01,Los Angeles County,California,424895.622662789,59250,1134,599,67,225,1134,484,0,149,0,39,370,188,0
"060230011013",Census Tract 11.01,Humboldt County,California,2288679.25046067,42279,2136,1930,32,316,2136,116,0,43,0,0,1672,133,3790.51042313295
"060855041011",Census Tract 5041.01,Santa Clara County,California,422587.395379606,103971,1399,770,29,338,1399,811,0,337,7,0,256,258,1419.2909703019
"060374633001",Census Tract 4633,Los Angeles County,California,362173.791895898,73973,1150,607,114,277,1150,295,0,122,0,114,447,265,2274.72004422067
"060376005021",Census Tract 6005.02,Los Angeles County,California,343014.917680772,58917,1135,177,468,86,1135,522,7,111,0,461,45,86,3607.00054586524
"060190064026",Census Tract 64.02,Fresno County,California,24199493.891215,99306,293,278,0,0,293,7,0,2,0,0,276,0,0
"060374823041",Census Tract 4823.04,Los Angeles County,California,288804.995953666,26940,1489,207,0,831,1489,643,0,163,0,0,25,812,930.721072329389
"060855033151",Census Tract 5033.15,Santa Clara County,California,495956.868956895,155673,2847,459,48,1638,2847,1041,0,285,0,3,165,1584,2266.62476780198
"060375990004",Census Tract 5990,Los Angeles County,California,1366993.18222036,64232,2396,1780,4,28,2396,1611,0,873,0,0,764,0,3508.05979522034
"060990005011",Census Tract 5.01,Stanislaus County,California,5584140.24557235,164808,1235,1056,0,179,1235,198,0,198,0,0,845,179,2350.21959955315
"060014503002",Census Tract 4503,Alameda County,California,2093518.66484757,121602,3141,2381,114,560,3141,1014,59,674,17,55,1549,440,6549.62035826071
"060670096064",Census Tract 96.06,Sacramento County,California,1270075.93529792,32386,1399,514,114,610,1399,151,0,40,42,97,410,514,2166.94340822393
"060375720011",Census Tract 5720.01,Los Angeles County,California,463272.613847869,118438,2326,1536,400,391,2326,511,0,152,0,149,1005,309,0
"060730137023",Census Tract 137.02,San Diego County,California,1005001.923809,64324,1443,1102,130,146,1443,477,0,268,0,102,671,33,1930.64931493666
"060871008001",Census Tract 1008,Santa Cruz County,California,413917.512172502,83333,1527,1205,115,127,1527,209,0,34,0,30,1003,87,2737.77514396802
"060376039006",Census Tract 6039,Los Angeles County,California,424198.51430969,60139,3309,1456,537,291,3309,2466,41,930,0,280,272,253,246.436739473137
"060411031002",Census Tract 1031,Marin County,California,31972164.7888791,157679,1904,1748,13,292,1904,260,0,236,0,13,1292,139,131.729272605822
"060710003041",Census Tract 3.04,San Bernardino County,California,1353625.12009259,62070,2221,879,116,402,2221,1365,0,566,0,116,285,374,2620.93690982104
"061110058012",Census Tract 58.01,Ventura County,California,2649135.72570442,138393,2478,2435,49,51,2478,255,0,225,0,0,2133,43,3772.56925987397
"060730203074",Census Tract 203.07,San Diego County,California,648907.499248607,63993,1903,1668,13,260,1903,498,0,221,0,13,1105,39,5919.19984800199
"060971522024",Census Tract 1522.02,Sonoma County,California,462808.896535466,68009,777,727,47,0,777,68,0,55,0,37,662,0,1093.20143080312
"060014426021",Census Tract 4426.02,Alameda County,California,413003.672240329,90950,2488,810,187,769,2488,909,0,136,0,187,620,744,3109.09150377962
"060371351022",Census Tract 1351.02,Los Angeles County,California,592971.239021134,166458,1223,934,68,166,1223,118,0,71,0,68,856,140,4515.63572881391
"060952528011",Census Tract 2528.01,Solano County,California,394225.232246779,,65,65,0,0,65,0,0,0,0,0,65,0,8227.8475637427
"060133452021",Census Tract 3452.02,Contra Costa County,California,2919303.7539597,161995,3650,2661,292,797,3650,473,0,160,0,116,2035,570,4604.2504928516
"060855068011",Census Tract 5068.01,Santa Clara County,California,962429.295455113,138000,1969,1672,64,305,1969,279,0,173,0,2,1340,233,5701.72363516328
"060070002012",Census Tract 2.01,Butte County,California,1604483.82183694,37434,596,596,0,0,596,124,0,124,0,0,472,0,3028.39386772619
"060730018004",Census Tract 18,San Diego County,California,106674.590461559,44792,852,300,504,72,852,46,0,9,0,443,278,24,0
"060371343031",Census Tract 1343.03,Los Angeles County,California,247630.642661116,88125,1421,611,7,95,1421,1166,7,445,0,0,160,89,1594.87950525931
"060816080131",Census Tract 6080.13,San Mateo County,California,994633.409463001,148576,1963,810,35,1179,1963,38,0,38,0,35,702,1109,4770.85155714625
"060790110012",Census Tract 110.01,San Luis Obispo County,California,7244991.25937456,113821,1387,1187,32,302,1387,142,0,93,25,7,957,165,685.105837599626
"061110008001",Census Tract 8,Ventura County,California,289576.038871298,59583,1357,1283,0,51,1357,1153,0,1090,0,0,142,0,6369.20348941265
"060590422054",Census Tract 422.05,Orange County,California,479260.413794335,139922,922,895,71,135,922,69,0,69,0,0,647,27,7503.6604575595
"060590218091",Census Tract 218.09,Orange County,California,825196.730297039,152148,1925,1561,23,387,1925,235,0,141,0,0,1292,249,8923.82855561461
"060710097102",Census Tract 97.10,San Bernardino County,California,1114550.565905,47356,1917,1582,305,47,1917,761,0,761,0,305,804,30,2231.03810038718
"060830020092",Census Tract 20.09,Santa Barbara County,California,650131.759874251,96250,1161,987,10,127,1161,82,0,74,0,9,886,111,6268.7039228832
"060650422122",Census Tract 422.12,Riverside County,California,1364367.41290407,63672,2744,1616,543,160,2744,1019,0,590,0,543,1006,142,6269.32427475764
"060971521001",Census Tract 1521,Sonoma County,California,958085.63054292,29866,1504,1124,99,67,1504,400,3,140,0,74,880,24,5027.93931783003
"060590320272",Census Tract 320.27,Orange County,California,972936.793578695,107727,3202,2092,54,709,3202,1182,14,588,10,0,1282,602,9113.65551823654
"060372676001",Census Tract 2676,Los Angeles County,California,216090.691005761,93281,1281,765,92,432,1281,108,0,23,0,92,660,351,0
"060372374021",Census Tract 2374.02,Los Angeles County,California,170976.008635113,32438,971,336,432,5,971,528,0,318,0,432,6,0,0
"060770051191",Census Tract 51.19,San Joaquin County,California,20016710.9235315,92772,7871,3212,777,3353,7871,2110,7,1060,0,677,1635,3148,1605.43897568384
"060014060001",Census Tract 4060,Alameda County,California,2089285.74566284,67500,810,409,59,168,810,184,0,9,0,51,369,159,3295.10297087101
"060014034004",Census Tract 4034,Alameda County,California,37844.5190017187,61196,1346,430,530,338,1346,60,0,0,0,494,375,319,0
"060376207012",Census Tract 6207.01,Los Angeles County,California,332065.012183657,87500,1617,1499,109,108,1617,241,0,241,0,41,1179,77,823.008033105884
"060590626332",Census Tract 626.33,Orange County,California,1316930.21451176,171548,3145,2494,44,729,3145,250,0,168,10,0,2165,592,6412.8780790858
"061070023022",Census Tract 23.02,Tulare County,California,1022063.68309841,60592,2277,1917,270,24,2277,1120,48,924,0,164,890,24,6955.0670422286
"060590755042",Census Tract 755.04,Orange County,California,619271.925435321,77537,1539,1284,54,109,1539,438,0,241,0,24,930,42,3604.04162132612
"060855006001",Census Tract 5006,Santa Clara County,California,638945.436297332,90114,3432,2127,301,978,3432,594,0,180,0,247,1586,747,5114.14605347334
"060952532052",Census Tract 2532.05,Solano County,California,773378.705509294,110000,710,587,26,105,710,69,0,29,6,26,516,57,2801.17878997329
"060133690023",Census Tract 3690.02,Contra Costa County,California,308414.822703261,40819,928,568,151,149,928,328,0,267,0,140,253,149,4658.57284535072
"060375551041",Census Tract 5551.04,Los Angeles County,California,505097.463864924,67604,2400,1183,241,821,2400,801,71,471,15,113,619,758,3267.35134982455
"060374616002",Census Tract 4616,Los Angeles County,California,611295.062442748,95987,1304,551,378,199,1304,355,0,170,0,378,357,190,3334.12166655977
"060230105022",Census Tract 105.02,Humboldt County,California,3019768.97921946,52018,1738,1630,0,37,1738,75,0,29,0,0,1593,37,4222.1075325841
"060971534032",Census Tract 1534.03,Sonoma County,California,3547280.02062871,59219,985,900,8,16,985,131,0,65,0,0,821,16,1379.36778097228
"060375356074",Census Tract 5356.07,Los Angeles County,California,151941.279891646,55500,808,635,0,0,808,808,0,635,0,0,0,0,0
"060014062023",Census Tract 4062.02,Alameda County,California,194500.221550502,40556,2057,889,151,118,2057,1532,0,714,0,140,144,118,2295.04676199587
"060816016051",Census Tract 6016.05,San Mateo County,California,242627.024368107,122827,958,215,161,693,958,83,0,26,0,57,115,571,9348.05798116413
"060379203142",Census Tract 9203.14,Los Angeles County,California,9955961.33702797,141375,935,786,106,33,935,315,0,156,0,18,461,33,948.159435579844
"060230115002",Census Tract 115,Humboldt County,California,564309259.815984,37375,1066,1051,11,1,1066,13,0,10,0,11,1041,1,68.3472109378372
"060790129001",Census Tract 129,San Luis Obispo County,California,221204482.176349,76935,2257,2176,22,12,2257,353,0,294,0,22,1841,12,146.499656233941
"060375325003",Census Tract 5325,Los Angeles County,California,430005.853132641,66800,1894,1240,63,32,1894,1799,0,1193,0,63,0,32,3333.63756528878
