block_group,tract,county,state,area_block_group,medincome_block_group,race_total_block_group,race_white_block_group,race_black_block_group,race_asian_block_group,hisp_total_block_group,hisp_yes_block_group,hisp_yes_black_block_group,hisp_yes_white_block_group,hisp_yes_asian_block_group,hisp_no_black_block_group,hisp_no_white_block_group,hisp_no_asian_block_group,grip4_block_group_dens_m_km2
"060375353003",Census Tract 5353,Los Angeles County,California,241651.15455877,40667,2098,774,93,0,2098,2005,0,763,0,93,0,0,548.441610697293
"060390001021",Census Tract 1.02,Madera County,California,1233724853.93425,72143,628,585,0,4,628,0,0,0,0,0,581,4,0.0140263672050516
"061070005013",Census Tract 5.01,Tulare County,California,651477.224189229,31296,2262,1942,0,0,2262,2220,0,1865,0,0,20,0,5761.1826235877
"060816019022",Census Tract 6019.02,San Mateo County,California,204788.197173332,113750,879,600,67,198,879,305,0,253,0,29,309,198,2185.41854009885
"060190059092",Census Tract 59.09,Fresno County,California,1296227.84611626,102734,3477,2256,93,649,3477,1080,0,512,0,24,1553,538,10419.9844037233
"060590871012",Census Tract 871.01,Orange County,California,174682.258906163,48343,2214,1250,219,711,2214,866,0,741,0,187,460,660,0
"060375705021",Census Tract 5705.02,Los Angeles County,California,242994.165520077,58125,1921,812,180,364,1921,1097,0,502,0,141,280,356,0
"060670040064",Census Tract 40.06,Sacramento County,California,549556.776416418,62651,1496,554,541,311,1496,223,0,71,0,246,430,211,9933.72675569948
"060670070122",Census Tract 70.12,Sacramento County,California,467599.341892258,62240,1343,772,246,155,1343,542,0,146,0,131,499,99,9549.46462898794
"060650413021",Census Tract 413.02,Riverside County,California,911430.393238957,52266,2855,1631,93,160,2855,2525,19,1477,16,32,154,144,4932.07610874601
"060377010001",Census Tract 7010,Los Angeles County,California,215660.667753964,117417,801,801,0,0,801,0,0,0,0,0,801,0,0
"060730030012",Census Tract 30.01,San Diego County,California,744976.022030589,66771,2200,1530,597,114,2200,1617,0,1113,0,319,126,101,3722.61616372958
"060750108001",Census Tract 108,San Francisco County,California,92120.2773119601,,1382,805,0,562,1382,95,0,57,0,0,705,543,2460.82698971191
"060750202003",Census Tract 202,San Francisco County,California,140352.053877349,83281,2381,1615,48,703,2381,560,0,338,0,0,1090,544,7137.19981970753
"060750260022",Census Tract 260.02,San Francisco County,California,194617.827466898,110750,2115,907,159,903,2115,560,0,326,0,120,473,842,3409.28172267291
"061070043004",Census Tract 43,Tulare County,California,3108114.8593841,21182,2639,1785,0,60,2639,2600,0,1778,21,0,0,39,1988.76254585324
"061070044002",Census Tract 44,Tulare County,California,396059.045933826,20380,1295,1044,0,147,1295,1148,0,1044,0,0,0,147,5332.7470294749
"060375709012",Census Tract 5709.01,Los Angeles County,California,447179.442062983,138750,1212,802,25,153,1212,512,0,176,34,9,549,49,4661.12706112842
"060374333061",Census Tract 4333.06,Los Angeles County,California,60704.1107412718,48882,633,404,0,194,633,401,0,385,0,0,7,182,0
"060290015002",Census Tract 15,Kern County,California,367375.796050648,20688,795,557,11,0,795,763,0,536,0,11,21,0,1455.5804350303
"060371114002",Census Tract 1114,Los Angeles County,California,665379.222593236,125938,1864,950,22,225,1864,745,0,95,0,22,855,225,5329.04472028139
"060590744032",Census Tract 744.03,Orange County,California,144564.707200105,30906,2921,1480,0,105,2921,2817,0,1467,14,0,13,91,2643.45683787552
"060190054033",Census Tract 54.03,Fresno County,California,380490.248643137,17321,1755,982,291,177,1755,905,9,548,0,259,391,154,200.165613140826
"060750611002",Census Tract 611,San Francisco County,California,54811.7642637687,20507,3088,63,7,2904,3088,0,0,0,0,7,63,2904,4295.16070986828
"060014041021",Census Tract 4041.02,Alameda County,California,148525.542976515,82928,1545,1264,142,198,1545,110,0,22,0,47,1097,180,2438.1460576168
"060855005002",Census Tract 5005,Santa Clara County,California,450796.304796604,129091,1729,1184,0,356,1729,378,0,130,24,0,1027,297,5418.8324078478
"060190046023",Census Tract 46.02,Fresno County,California,642103.851832218,81250,762,618,51,127,762,308,0,105,0,42,398,14,1986.67076298608
"060650422061",Census Tract 422.06,Riverside County,California,995711.234043989,50387,1965,961,170,294,1965,914,23,287,0,133,537,234,2886.51602432768
"060650414072",Census Tract 414.07,Riverside County,California,299749.899711834,68333,1520,1208,89,47,1520,1126,0,902,0,59,252,6,3390.02592500581
"060590750021",Census Tract 750.02,Orange County,California,580381.475481721,35840,1479,720,0,101,1479,1323,0,665,0,0,55,101,1565.7829035114
"060290014003",Census Tract 14,Kern County,California,582139.913854052,25025,1139,770,83,2,1139,852,53,511,0,30,255,0,2072.55045018318
"060470015031",Census Tract 15.03,Merced County,California,411009.649392426,20781,1483,913,0,226,1483,1060,0,716,0,0,187,226,3236.61700060886
"060730091034",Census Tract 91.03,San Diego County,California,476039.702284962,76346,992,945,21,65,992,67,0,67,0,0,821,47,4312.78387107353
"060372974001",Census Tract 2974,Los Angeles County,California,308251.426897305,107361,671,599,0,48,671,172,0,148,0,0,451,48,3918.97465131209
"061110031001",Census Tract 31,Ventura County,California,1673102.4911845,89135,5274,4135,161,551,5274,3933,0,3325,0,69,690,518,8943.19885588782
"060374639003",Census Tract 4639,Los Angeles County,California,908725.905596839,132404,1036,860,48,148,1036,145,0,101,0,25,704,133,3096.31497641007
"060650452222",Census Tract 452.22,Riverside County,California,660213.653036216,48036,1150,761,0,86,1150,433,0,130,0,0,631,86,5078.22206279934
"060730027122",Census Tract 27.12,San Diego County,California,349356.762493695,91591,1653,659,341,629,1653,428,0,406,0,219,231,629,5101.046924468
"060014423012",Census Tract 4423.01,Alameda County,California,384698.758742273,81324,1022,275,0,511,1022,265,0,26,7,0,249,504,2663.09702601752
"060374025011",Census Tract 4025.01,Los Angeles County,California,403618.796771274,41267,2546,1403,176,81,2546,2258,64,1307,0,91,75,81,22.5466380959511
"060372383102",Census Tract 2383.10,Los Angeles County,California,233562.225461453,21513,2564,386,840,0,2564,1696,11,347,0,829,39,0,1696.83633308407
"060710021092",Census Tract 21.09,San Bernardino County,California,247084.9288979,57955,902,315,171,275,902,293,31,121,0,140,194,265,0
"060710103001",Census Tract 103,San Bernardino County,California,15999219606.7056,45729,779,630,22,12,779,479,0,363,0,22,264,12,25.0441173421041
"060230107002",Census Tract 107,Humboldt County,California,95564977.303372,52593,2106,2042,3,208,2106,145,0,145,0,3,1621,61,17.5070651114861
"060530002003",Census Tract 2,Monterey County,California,372249.663351681,72143,1761,522,0,146,1761,1522,0,403,0,0,100,127,3856.91317090947
"060372285002",Census Tract 2285,Los Angeles County,California,204898.747677559,34432,2386,725,326,0,2386,2060,0,725,0,326,0,0,1239.18715196184
"060590117111",Census Tract 117.11,Orange County,California,314067.139612392,69330,1459,1141,0,259,1459,638,0,606,0,0,535,259,6906.88134694924
"060014517042",Census Tract 4517.04,Alameda County,California,991275.397138931,143060,2293,2023,0,278,2293,187,0,179,0,0,1802,236,7557.48492383601
"060372974002",Census Tract 2974,Los Angeles County,California,1131748.19745039,71765,2145,2004,39,152,2145,508,0,475,0,38,1460,103,8920.90357629098
"060014403362",Census Tract 4403.36,Alameda County,California,854234.19483668,120417,2671,628,251,1460,2671,530,0,130,0,224,440,1381,9086.34440792675
"060855050061",Census Tract 5050.06,Santa Clara County,California,4536402.70239707,146218,4007,1330,165,2559,4007,245,42,118,20,97,1128,2465,3779.87907210106
"060855101003",Census Tract 5101,Santa Clara County,California,663568.465157005,150938,875,787,0,111,875,15,0,15,0,0,741,80,6444.81293200314
"060371395042",Census Tract 1395.04,Los Angeles County,California,88588.3266588933,52286,1612,1392,112,157,1612,140,0,114,0,67,1218,135,0
"060670058012",Census Tract 58.01,Sacramento County,California,643858.128492542,36422,1444,1282,163,58,1444,114,0,78,0,69,1112,36,5486.1508578138
"060730017002",Census Tract 17,San Diego County,California,184093.832910469,91357,1230,1200,14,59,1230,553,0,553,0,0,604,30,0
"060730209021",Census Tract 209.02,San Diego County,California,408656350.924667,80116,399,358,19,2,399,36,0,36,0,19,322,2,0
"060730036022",Census Tract 36.02,San Diego County,California,280989.102076315,55481,1473,832,85,39,1473,1315,5,735,19,41,58,20,0
"060730083552",Census Tract 83.55,San Diego County,California,705359.664558165,98547,2324,623,328,1436,2324,163,48,107,0,207,458,1405,6032.84692616019
"060730080032",Census Tract 80.03,San Diego County,California,342512.571522023,102054,1568,1466,70,146,1568,192,0,175,0,0,1160,93,607.583092985776
"060375540023",Census Tract 5540.02,Los Angeles County,California,238590.471634313,107188,970,481,13,39,970,546,0,109,0,13,322,39,480.999826751
"060372051201",Census Tract 2051.20,Los Angeles County,California,330967.603792314,26500,2106,1339,82,27,2106,1966,14,1269,0,68,45,27,4753.86449999133
"060375502025",Census Tract 5502.02,Los Angeles County,California,166096.608207828,120061,868,323,145,132,868,517,0,243,0,135,57,119,2307.49574713024
"060710008151",Census Tract 8.15,San Bernardino County,California,1664936.07893413,154135,1557,1025,124,247,1557,367,0,206,0,124,819,247,4263.83568289813
"060770020001",Census Tract 20,San Joaquin County,California,729788.911370237,36637,1050,538,253,59,1050,750,13,395,16,231,17,43,2777.96972938198
"060371094002",Census Tract 1094,Los Angeles County,California,374904.806128373,106136,1491,351,70,48,1491,1334,0,257,0,37,61,26,1903.72957028586
"060670036001",Census Tract 36,Sacramento County,California,737716.380425927,43750,1983,1151,152,149,1983,1097,0,476,6,91,599,108,4647.35363755971
"060250109003",Census Tract 109,Imperial County,California,424980.608157987,58098,1238,1225,30,0,1238,671,0,628,0,0,567,0,2699.07271941843
"060730013001",Census Tract 13,San Diego County,California,159414.788290305,45125,830,493,137,93,830,186,0,68,0,126,398,93,0
"060371344222",Census Tract 1344.22,Los Angeles County,California,1656704.02672406,120909,3219,2354,68,666,3219,535,0,220,0,17,2006,572,5707.48329390921
"060133320006",Census Tract 3320,Contra Costa County,California,372118.986798067,68690,1297,882,0,113,1297,458,0,103,0,0,715,72,5640.26954513627
"060816012002",Census Tract 6012,San Mateo County,California,300119.064292158,90391,840,291,7,470,840,166,0,94,0,7,197,449,3262.78237245432
"060375438011",Census Tract 5438.01,Los Angeles County,California,1715306.45478651,62917,2694,938,269,920,2694,1085,0,477,19,227,312,894,1573.48220021873
"060373014004",Census Tract 3014,Los Angeles County,California,326988.62615548,201250,1006,818,0,78,1006,10,0,10,0,0,808,78,4863.04118455093
"060855009022",Census Tract 5009.02,Santa Clara County,California,121565.437307073,42500,4876,2206,552,1852,4876,1342,73,654,42,373,1228,1540,0
"060855011011",Census Tract 5011.01,Santa Clara County,California,322875.613079233,75243,2577,1274,178,862,2577,898,0,376,52,168,720,679,1009.80712300472
"060133760003",Census Tract 3760,Contra Costa County,California,229759.218017383,34773,1146,212,388,308,1146,392,0,125,0,388,58,279,3648.74219850331
"060830008011",Census Tract 8.01,Santa Barbara County,California,441402.890000796,44813,574,469,0,7,574,496,0,342,0,0,75,0,3171.16400381192
"060014079002",Census Tract 4079,Alameda County,California,238313.262993695,,1127,586,235,176,1127,196,0,59,0,188,488,152,7181.91710094191
"060372011103",Census Tract 2011.10,Los Angeles County,California,148046.077676973,52500,747,329,6,53,747,648,0,279,0,6,40,53,966.218195664738
"060670032043",Census Tract 32.04,Sacramento County,California,457044.688008478,35724,2093,559,74,780,2093,819,0,273,0,74,271,780,538.75741557339
"060376201011",Census Tract 6201.01,Los Angeles County,California,379049.019480893,73125,1357,852,252,291,1357,184,0,105,0,252,630,211,4699.73990999248
"060372654102",Census Tract 2654.10,Los Angeles County,California,405591.656825339,83750,898,772,0,132,898,100,0,76,0,0,666,102,5793.24666145855
"060372702002",Census Tract 2702,Los Angeles County,California,242331.154323032,66333,953,554,103,173,953,429,0,257,0,103,267,146,5534.30225851826
"060590525136",Census Tract 525.13,Orange County,California,252112.843482731,126250,1368,773,178,560,1368,88,0,88,0,88,530,507,6194.72880195933
"060374811012",Census Tract 4811.01,Los Angeles County,California,379824.845837427,61356,1995,552,38,928,1995,789,0,287,0,21,245,908,1997.03838292318
"060750102002",Census Tract 102,San Francisco County,California,126547.343372054,127578,1764,1595,45,161,1764,65,0,56,0,45,1493,115,1632.596910976
"060371411012",Census Tract 1411.01,Los Angeles County,California,372409.284362393,60392,3075,2214,654,320,3075,449,0,398,0,523,1669,304,1762.42926082248
"060590015052",Census Tract 15.05,Orange County,California,716980.521695918,91982,2799,1826,125,244,2799,1112,0,348,0,125,1318,140,6899.16141000213
"060375709021",Census Tract 5709.02,Los Angeles County,California,299782.917766108,85813,1180,674,220,397,1180,276,0,142,0,167,295,185,2381.63045863778
"060855066013",Census Tract 5066.01,Santa Clara County,California,673411.903968132,75833,1713,938,104,582,1713,518,0,326,16,104,533,538,1767.98072833693
"060590219151",Census Tract 219.15,Orange County,California,870886.685113041,104167,1696,1337,20,313,1696,416,0,259,9,20,946,275,8703.17639439026
"060375418021",Census Tract 5418.02,Los Angeles County,California,179974.923257228,45644,1332,1088,0,0,1332,1323,0,1079,0,0,9,0,0
"060372373004",Census Tract 2373,Los Angeles County,California,269120.741246965,45268,1019,13,801,0,1019,238,20,13,0,781,0,0,860.175722908304
"060170308071",Census Tract 308.07,El Dorado County,California,1277586.35905784,79539,1985,1898,14,77,1985,98,0,88,0,14,1769,63,1674.36515115334
"060290019013",Census Tract 19.01,Kern County,California,628318.407003024,40698,1166,943,145,0,1166,738,0,651,0,145,283,0,5153.69849394766
"060290038081",Census Tract 38.08,Kern County,California,1080252.06534741,86250,1577,1409,89,122,1577,289,0,255,0,29,1101,106,5537.21546763419
"060371344232",Census Tract 1344.23,Los Angeles County,California,682392.835702696,63990,2169,1701,82,506,2169,417,0,294,92,82,1256,279,8975.49297636851
"060855066063",Census Tract 5066.06,Santa Clara County,California,296244.379864327,109625,1585,1008,8,478,1585,553,0,428,0,8,548,411,2800.05594510553
"060376501021",Census Tract 6501.02,Los Angeles County,California,163198.972958692,99063,630,314,28,255,630,116,0,57,0,28,231,221,3597.41132103626
"060014003003",Census Tract 4003,Alameda County,California,283856.658749427,,1140,669,307,164,1140,44,0,28,0,307,625,148,2152.74050939844
"060190054072",Census Tract 54.07,Fresno County,California,652802.936888062,55208,2147,1544,214,374,2147,754,36,429,0,99,913,284,8636.89518156511
"060990039062",Census Tract 39.06,Stanislaus County,California,540831.803257116,25965,2775,2504,143,25,2775,1286,0,1222,0,127,1267,18,3864.95552202611
"060990009093",Census Tract 9.09,Stanislaus County,California,460272.844322531,51625,1062,984,30,15,1062,130,0,97,0,30,860,15,6951.09482632264
"060650414061",Census Tract 414.06,Riverside County,California,1261140.12393345,64263,3367,1859,297,629,3367,1419,15,744,22,235,1045,499,6095.60945429997
"060650438071",Census Tract 438.07,Riverside County,California,2865708.91935236,64635,4556,3842,178,163,4556,1658,0,1370,0,147,2300,108,4797.51431446184
"060770011013",Census Tract 11.01,San Joaquin County,California,601371.539174667,55893,1455,1153,84,98,1455,939,20,638,0,1,377,61,5230.2398268163
"060670089053",Census Tract 89.05,Sacramento County,California,478150.149570056,65938,1630,1159,122,67,1630,638,0,202,0,58,874,9,9084.87216469503
"060014093001",Census Tract 4093,Alameda County,California,221603.517780423,49924,2011,256,567,27,2011,1316,0,135,0,547,121,27,2753.51746765476
"060730118011",Census Tract 118.01,San Diego County,California,326526.511784766,49313,2279,1707,158,311,2279,1568,0,1449,0,158,234,287,0
"060375017001",Census Tract 5017,Los Angeles County,California,393013.680728089,127578,740,638,4,98,740,356,0,356,0,4,282,98,3565.45538521711
"060590755073",Census Tract 755.07,Orange County,California,636083.341991809,75208,2666,1630,210,373,2666,1290,51,606,0,89,829,364,2944.90202783065
"060371838101",Census Tract 1838.10,Los Angeles County,California,197137.900833934,51389,2085,617,25,69,2085,1802,0,428,0,25,189,52,718.953172966143
"060730028033",Census Tract 28.03,San Diego County,California,223995.656670262,51658,674,648,26,0,674,15,0,15,0,26,633,0,8693.53864766766
"060374312003",Census Tract 4312,Los Angeles County,California,228617.009723113,61518,736,315,13,106,736,617,0,315,0,13,0,106,2414.03218481031
"060710052004",Census Tract 52,San Bernardino County,California,319712.39681434,61894,1016,881,19,52,1016,530,0,400,28,9,437,16,689.473236588574
"060375409012",Census Tract 5409.01,Los Angeles County,California,302961.805921465,,1277,690,196,0,1277,1081,0,690,0,196,0,0,1813.66699581546
"060372407003",Census Tract 2407,Los Angeles County,California,284900.269503746,70197,1958,971,461,0,1958,1449,0,944,0,461,18,0,706.405031645129
"060290055016",Census Tract 55.01,Kern County,California,498689050.135272,90357,715,715,0,0,715,0,0,0,0,0,703,0,52.0574723502128
"060770043023",Census Tract 43.02,San Joaquin County,California,640588.77022869,49000,2054,1794,60,204,2054,900,0,506,10,40,898,174,4230.92974481624
"060770043033",Census Tract 43.03,San Joaquin County,California,434814.438302286,65238,521,514,0,20,521,151,0,151,0,0,350,7,4339.29166781114
"060770034031",Census Tract 34.03,San Joaquin County,California,1760069.33734035,78750,1268,590,300,381,1268,431,0,420,0,295,160,378,1186.10301868094
"060376039004",Census Tract 6039,Los Angeles County,California,382354.529646384,35241,1531,781,70,453,1531,662,0,405,0,70,312,434,1901.59139480939
"060730144002",Census Tract 144,San Diego County,California,765708.589867208,42744,2003,728,958,19,2003,862,92,480,0,806,214,19,4751.95769710623
"060014205002",Census Tract 4205,Alameda County,California,235408.149203504,99545,1573,991,205,408,1573,136,0,27,0,92,789,313,0
"060372146002",Census Tract 2146,Los Angeles County,California,160907.791096589,88153,774,750,0,4,774,50,0,30,0,0,720,4,2512.87897056556
"060990039061",Census Tract 39.06,Stanislaus County,California,381555.659031868,63333,905,830,25,0,905,346,0,270,0,25,513,0,4480.71781340963
"060375336013",Census Tract 5336.01,Los Angeles County,California,161342.307478963,60163,698,698,0,0,698,698,0,698,0,0,0,0,6715.64268178204
"060770017002",Census Tract 17,San Joaquin County,California,910352.763026614,31814,1737,1179,80,110,1737,1488,0,913,29,52,176,0,2331.42343709338
"060372129001",Census Tract 2129,Los Angeles County,California,179541.854512088,53370,1133,342,168,409,1133,398,0,172,0,147,139,409,0
"060590630101",Census Tract 630.10,Orange County,California,347577.086121271,99116,839,770,0,104,839,77,0,55,0,0,658,47,3641.37698796514
"060590626472",Census Tract 626.47,Orange County,California,231647.908780246,40924,528,476,5,47,528,63,0,63,0,5,413,47,2794.68911945307
"060710112041",Census Tract 112.04,San Bernardino County,California,1663034.42285592,52750,423,379,0,0,423,148,0,104,0,0,275,0,4196.29096271513
"060014416024",Census Tract 4416.02,Alameda County,California,256872.091623611,170637,1196,506,89,647,1196,233,0,154,38,89,242,499,4200.13833745469
"060372412011",Census Tract 2412.01,Los Angeles County,California,197907.863447387,56500,1134,351,621,44,1134,492,0,339,0,598,0,13,0
"060650446061",Census Tract 446.06,Riverside County,California,2572928.24268293,68125,993,945,17,34,993,184,0,173,0,8,758,20,8586.86915687798
"060290040004",Census Tract 40,Kern County,California,1303974.29453075,59489,3149,2514,89,24,3149,2681,26,2070,24,63,405,0,6916.89430751393
"060590320501",Census Tract 320.50,Orange County,California,1610030.59096337,123646,704,686,0,29,704,74,0,55,0,0,455,18,1056.47711280513
"060952532031",Census Tract 2532.03,Solano County,California,555337.171252318,63409,1657,1199,259,120,1657,470,0,229,15,213,830,83,1795.85336696563
"060375350021",Census Tract 5350.02,Los Angeles County,California,262334.631435671,37837,1556,741,67,0,1556,1472,0,731,0,67,5,0,1102.69780425904
"060372087101",Census Tract 2087.10,Los Angeles County,California,168037.39174305,59429,4622,665,204,2853,4622,1322,0,286,16,167,282,2773,0
"060372199011",Census Tract 2199.01,Los Angeles County,California,162806.351718504,,1228,715,334,0,1228,828,0,638,0,323,66,0,1344.24074175264
"060371914202",Census Tract 1914.20,Los Angeles County,California,74089.669249251,71505,1250,510,15,184,1250,785,0,186,0,10,288,153,0
"060190059071",Census Tract 59.07,Fresno County,California,750110.472111814,,108,108,0,0,108,0,0,0,0,0,108,0,2501.19708272112
"060855063023",Census Tract 5063.02,Santa Clara County,California,626819.141567688,147500,2686,2409,21,235,2686,530,0,488,0,0,1900,235,4825.46366042875
"060750130004",Census Tract 130,San Francisco County,California,84484.8538708253,167604,1193,1169,0,24,1193,15,0,0,0,0,1154,24,0
"060376210042",Census Tract 6210.04,Los Angeles County,California,321020.098661134,96157,1116,1063,19,161,1116,19,0,1,0,3,933,45,4821.76684326723
"060670081412",Census Tract 81.41,Sacramento County,California,449256.736432143,59784,1258,1192,135,49,1258,116,0,101,0,51,927,0,9292.03071601968
"060770027023",Census Tract 27.02,San Joaquin County,California,1492070.8619883,56445,967,601,0,0,967,721,0,307,0,0,246,0,1448.69269389667
"060770009005",Census Tract 9,San Joaquin County,California,665977.660460617,19883,1453,599,440,88,1453,963,0,445,25,373,33,39,3283.4723096382
"060770031112",Census Tract 31.11,San Joaquin County,California,1522209.75440319,40139,1879,1297,409,310,1879,810,0,348,12,340,547,89,2983.81608409883
"060770033073",Census Tract 33.07,San Joaquin County,California,644101.29040537,22171,2238,1221,244,748,2238,761,11,226,0,181,463,740,4820.71136074893
"060375035021",Census Tract 5035.02,Los Angeles County,California,270800.386334884,75391,903,598,0,0,903,484,0,314,0,0,284,0,4057.32052258688
"060014338001",Census Tract 4338,Alameda County,California,161349.618879182,52159,679,125,0,187,679,458,0,35,0,0,41,180,4315.31113280246
"060470020003",Census Tract 20,Merced County,California,639524.370465256,51129,1352,1294,0,32,1352,816,0,697,0,0,521,0,3901.0095877156
"060750260032",Census Tract 260.03,San Francisco County,California,207442.968702625,73036,2468,724,41,1146,2468,843,0,192,11,31,435,1090,0
"060371199003",Census Tract 1199,Los Angeles County,California,178172.286490775,65547,774,240,12,137,774,465,0,80,0,12,160,137,3925.80339906899
"060379002011",Census Tract 9002.01,Los Angeles County,California,235280863.678386,44643,1151,1014,25,65,1151,444,0,397,0,16,596,59,69.8002119602398
"060377022011",Census Tract 7022.01,Los Angeles County,California,460667.889738893,112083,849,730,0,36,849,170,0,102,0,0,628,36,1136.5820480974
"060371249021",Census Tract 1249.02,Los Angeles County,California,339683.235803247,34572,2654,2010,411,286,2654,570,0,445,0,319,1437,249,2954.90350000299
"060770051242",Census Tract 51.24,San Joaquin County,California,407512.727028767,38722,1169,818,75,187,1169,372,0,223,0,61,497,146,5622.9659286491
"061050001011",Census Tract 1.01,Trinity County,California,901529133.265859,43417,499,406,0,2,499,10,0,2,0,0,392,2,18.0036292918651
"060372912103",Census Tract 2912.10,Los Angeles County,California,234043.484881754,31307,1362,670,72,229,1362,992,5,557,0,67,74,190,3056.51026301
"060371394022",Census Tract 1394.02,Los Angeles County,California,703399.487356029,123929,836,694,45,0,836,51,0,19,0,45,675,0,3073.73967146926
"060371153012",Census Tract 1153.01,Los Angeles County,California,1047975.61365458,82500,2918,2074,78,545,2918,660,0,328,0,72,1640,508,8100.4893559728
"060650416004",Census Tract 416,Riverside County,California,417467.753277776,30349,1567,961,43,98,1567,1051,0,563,0,43,347,47,2187.28512561277
"060710044032",Census Tract 44.03,San Bernardino County,California,295835.242481947,62750,843,526,37,14,843,695,0,429,0,33,97,14,2031.2315676537
"060770032161",Census Tract 32.16,San Joaquin County,California,603930.366713586,77832,2051,1279,568,175,2051,764,0,260,0,354,571,125,6584.70843848449
"060376700032",Census Tract 6700.03,Los Angeles County,California,404970.037460227,91475,1676,870,77,646,1676,380,0,238,0,77,562,601,1830.20814023749
"060590626121",Census Tract 626.12,Orange County,California,573572.814775802,191938,2074,1576,3,602,2074,271,0,270,0,3,1198,463,10219.8643194659
"060590626442",Census Tract 626.44,Orange County,California,712443.885484488,141333,2157,2053,0,120,2157,352,0,140,0,0,1715,59,7803.26305888207
"060190030011",Census Tract 30.01,Fresno County,California,1998578.06893074,40978,1621,595,196,449,1621,875,20,395,0,103,131,446,2087.09343479388
"061110071001",Census Tract 71,Ventura County,California,849738.466660834,33362,2432,2381,0,0,2432,1723,0,1613,0,0,701,0,2195.4707122174
"060375007005",Census Tract 5007,Los Angeles County,California,208238.863296405,90433,1257,748,0,91,1257,1236,0,721,0,0,21,0,4383.54305577647
"060374064022",Census Tract 4064.02,Los Angeles County,California,326653.970772959,121484,706,387,28,66,706,498,0,192,0,4,127,44,3265.86169140697
"060374313002",Census Tract 4313,Los Angeles County,California,436134.610300382,66458,1484,1059,36,293,1484,488,0,389,0,22,596,266,7683.24468680847
"060372671001",Census Tract 2671,Los Angeles County,California,210758.488406147,83625,3035,2086,213,891,3035,118,0,76,0,138,1813,755,0
"060372653031",Census Tract 2653.03,Los Angeles County,California,47493.8400709131,14741,1797,1019,96,809,1797,424,0,118,0,25,580,640,0
"060014415032",Census Tract 4415.03,Alameda County,California,242283.30902274,167614,1897,367,0,1474,1897,95,0,0,11,0,339,1410,15907.357230634
"060375334032",Census Tract 5334.03,Los Angeles County,California,200713.96399657,45156,979,665,34,13,979,892,7,614,0,27,51,9,3053.98375436407
"060290041013",Census Tract 41.01,Kern County,California,644306.207112038,30074,1812,1542,9,0,1812,1645,0,1388,0,9,154,0,8194.3231585811
"060375007003",Census Tract 5007,Los Angeles County,California,337829.689580372,103958,1985,893,0,0,1985,1922,0,795,0,0,63,0,3900.66085278107
"060375406001",Census Tract 5406,Los Angeles County,California,508515.375950076,31653,3404,1319,1172,0,3404,2214,0,1301,0,1172,18,0,3833.37998332454
"060590996042",Census Tract 996.04,Orange County,California,643989.287920571,117875,2462,1774,33,351,2462,727,0,444,0,33,1231,320,10225.4101538136
"060014076003",Census Tract 4076,Alameda County,California,206478.144492015,58457,1374,180,335,249,1374,806,20,39,0,283,123,130,1774.9559234878
"061110059091",Census Tract 59.09,Ventura County,California,597617.39178142,73125,2259,1920,53,335,2259,337,0,249,0,53,1534,202,6107.17048157066
"060190029041",Census Tract 29.04,Fresno County,California,648483.318612832,32955,1923,828,146,565,1923,992,0,620,0,146,207,565,2486.65846490329
"060372311001",Census Tract 2311,Los Angeles County,California,349028.570724525,35179,1286,463,214,45,1286,896,0,332,0,209,120,45,4187.65740865795
"060730083582",Census Tract 83.58,San Diego County,California,298657.571494429,60250,607,366,20,332,607,85,0,85,0,20,170,221,6534.06993688198
"060375027005",Census Tract 5027,Los Angeles County,California,370805.175356656,97984,928,395,10,76,928,786,0,313,0,10,25,69,4916.69783899464
"060730010003",Census Tract 10,San Diego County,California,168319.776853342,80875,1125,1077,28,69,1125,270,0,171,0,0,760,48,0
"060855092013",Census Tract 5092.01,Santa Clara County,California,216587.165009984,125288,1307,795,0,490,1307,43,0,21,0,0,774,490,2210.83029042016
"060371171012",Census Tract 1171.01,Los Angeles County,California,478424.038413776,77461,3053,875,214,868,3053,1778,0,470,0,96,213,808,2674.21275037421
"060375435031",Census Tract 5435.03,Los Angeles County,California,602284.799458702,77125,2511,898,383,989,2511,550,0,311,17,383,560,945,7632.35588508427
"060290052015",Census Tract 52.01,Kern County,California,3490315.5022341,,112,112,0,0,112,0,0,0,0,0,112,0,0
"060374306002",Census Tract 4306,Los Angeles County,California,760737.62254659,127396,1062,528,48,551,1062,13,0,13,0,23,450,511,3346.56975119148
"060376205211",Census Tract 6205.21,Los Angeles County,California,183587.69251637,102917,1168,906,54,119,1168,247,0,55,16,44,783,47,0
"060014335002",Census Tract 4335,Alameda County,California,203913.840651476,98625,1302,258,127,618,1302,340,0,13,0,104,240,618,7504.21912838487
"060375426011",Census Tract 5426.01,Los Angeles County,California,271745.345955385,31771,794,253,144,41,794,593,29,209,0,115,39,41,5105.86346505716
"060670096373",Census Tract 96.37,Sacramento County,California,712717.319217258,126161,2352,804,476,928,2352,357,0,188,0,464,591,893,10811.9978572333
"060014373002",Census Tract 4373,Alameda County,California,388759.849572268,57000,1788,675,340,506,1788,588,0,248,0,265,321,493,2169.52070272473
"060590014012",Census Tract 14.01,Orange County,California,328782.725146361,35833,852,667,23,140,852,410,0,278,10,23,289,42,5276.27670070421
